site,area,recording_area,lat,long,offshore,region,subregion
Bewl Water,,Sussex,51.072,0.395,,England,South East
Bexhill-on-Sea,,Sussex,50.841,0.466,,England,South East
Bibby's Hollow,,Worcestershire,52.444,-2.045,,England,West Midlands
Bickershaw Country Park,,Greater Manchester,53.506,-2.552,,England,North West
Bickham,,Devon,50.650,-3.537,,England,South West
Bicknor,,Kent,51.297,0.667,,England,South East
Bideford,,Devon,51.017,-4.203,,England,South West
Big Moor,,Derbyshire,53.283,-1.596,,England,East Midlands
Big Pool,St Agnes,Isles of Scilly,49.896,-6.349,1,England,South West
Big Pool Wood,,Flintshire,53.346,-3.352,,Wales,North Wales
Big Pool/Pelistry/Airport,Various islands,Isles of Scilly,49.912,-6.305,1,England,South West
Big Pool/Porth Coose,St Agnes,Isles of Scilly,49.896,-6.350,1,England,South West
Big Pool/Porth Hellick,Various islands,Isles of Scilly,49.907,-6.318,1,England,South West
Big Waters,,Northumberland,55.055,-1.645,,England,North East
Biggar Water Valley,,Scottish Borders,55.603,-3.395,,Scotland,South East Scotland
Biggings,Mainland,Orkney,58.904,-2.915,1,Scotland,
Biggleswade,,Bedfordshire,52.087,-0.260,,England,Home Counties
Bigton,Mainland,Shetland,59.973,-1.325,1,Scotland,Shetland
Bilbrook,,Somerset,51.160,-3.386,,England,South West
Bilsdale,,Yorkshire,54.337,-1.133,,England,North East
Binfield,,Berkshire,51.432,-0.787,,England,Home Counties
Bingley,,Yorkshire,53.848,-1.833,,England,North East
Binstead,,Isle of Wight,50.728,-1.190,1,England,South East
Bircham Newton,,Norfolk,52.874,0.627,,England,East Anglia
Birchwood,,Lincolnshire,53.420,-2.525,,England,
Birdlip,,Gloucestershire,51.828,-2.101,,England,Severn Valley
Birkdale,,Lancashire & North Merseyside,53.634,-3.014,,England,North West
Birkenhead,,Cheshire & Wirral,53.389,-3.025,,England,North West
Birling Gap,,Sussex,50.745,0.204,,England,South East
Birsay,Mainland,Orkney,59.142,-3.291,1,Scotland,
Birsay/Evie,Mainland,Orkney,59.128,-3.199,1,Scotland,
Bishop Middleham,,Durham,54.681,-1.488,,England,North East
Bishop Monkton,,Yorkshire,54.091,-1.500,,England,North East
Bishop's Cleeve,,Gloucestershire,51.946,-2.073,,England,Severn Valley
Bishton,,Gwent,51.581,-2.882,,Wales,South Wales
Bixter,Mainland,Shetland,60.253,-1.398,1,Scotland,Shetland
Black Ball Harbour,West Beara,County Cork,51.595,-10.040,,Ireland,Republic of Ireland
Black Down,,Avon,51.312,-2.742,,England,South West
Black Down/Blagdon Lake,,Avon,51.324,-2.721,,England,South West
Black Head,,County Clare,53.154,-9.265,,Ireland,Republic of Ireland
Black Middens,,Northumberland,55.012,-1.421,,England,North East
Black Middens/Tynemouth/Druridge Bay,,Northumberland,55.147,-1.495,,England,North East
Black Point,,Cornwall,50.004,-5.111,,England,South West
Black Rock Sands,,Caernarfonshire,52.909,-4.186,,Wales,North Wales
Black Rock Strand,,County Kerry,52.364,-9.836,,Ireland,Republic of Ireland
Black Rock Strand/Carrahane Strand,,County Kerry,52.344,-9.838,,Ireland,Republic of Ireland
Blackborough End Tip,,Norfolk,52.707,0.466,,England,East Anglia
Blackdog,,North-east Scotland,57.218,-2.069,,Scotland,North East Scotland
Blackhall Rocks,,Durham,54.747,-1.272,,England,North East
Blackhead,,County Antrim,54.767,-5.689,,Ireland,Northern Ireland
Blackmill Bay,Luing,Argyll,56.216,-5.657,1,Scotland,Hebrides
Blackmoorfoot Reservoir,,Yorkshire,53.611,-1.853,,England,North East
Blackpill,,Gower,51.598,-3.995,,Wales,South Wales
Blackpool,,Lancashire & North Merseyside,53.818,-3.045,,England,North West
Blackrock,,County Galway,53.257,-9.091,,Ireland,Republic of Ireland
Blackrock Castle,,County Cork,51.900,-8.042,,Ireland,Republic of Ireland
Blackrock Lighthouse,,County Mayo,54.067,-10.320,1,Ireland,Republic of Ireland
Blacksod,Mullet Peninsula,County Mayo,54.101,-10.069,,Ireland,Republic of Ireland
Blacktoft Sands,,Yorkshire,53.699,-0.724,,England,North East
Blacktoft Sands/Edderthorpe Flash,,Yorkshire,53.629,-1.053,,England,North East
Blackwater Callows,,County Waterford,52.146,-8.108,,Ireland,Republic of Ireland
Blackwater Estuary,,Essex,51.772,0.863,,England,East Anglia
Blackwater Estuary/Colne Point/Copt Hall/Abbotts Hall Farm,,Essex,51.787,0.879,,England,East Anglia
Blagdon Lake,,Avon,51.336,-2.700,,England,South West
Blagdon Lake/Chew Valley Lake/Catcott Lows,,Avon,51.253,-2.760,,England,South West
Blair Drummond,,Perth & Kinross,56.167,-4.045,,Scotland,Scottish Highlands
Blairmore,,Highland,58.491,-5.094,,Scotland,Scottish Highlands
Blakeney,,Norfolk,52.954,1.014,,England,East Anglia
Blakeney Point,,Norfolk,52.976,0.993,,England,East Anglia
Blakeney Point/Cley/Sheringham/Mundesley,,Norfolk,52.917,1.276,,England,East Anglia
Blakeney/Cley/Morston/Warham Greens/Wells,,Norfolk,52.961,0.896,,England,East Anglia
Blakeridge,,Shropshire,52.470,-3.030,,England,Severn Valley
Blanket Nook,,County Donegal,55.015,-7.506,,Ireland,Republic of Ireland
Blanket Nook/Montgorry Hill,,County Donegal,54.954,-7.564,,Ireland,Republic of Ireland
Blashford Lakes,,Hampshire,50.871,-1.787,,England,South East
Blashford Lakes/Hamer Warren,,Hampshire,50.884,-1.802,,England,South East
Blaydon,,County Durham,54.964,-1.715,,England,North East
Blaydon/North Shields/Newcastle Hospital/Seaton Burn/South Shields/Jesmond Dene/Tynemouth/Shibdon Pond,,Northumberland,54.984,-1.593,,England,North East
Bleasby Gravel Pits,,Nottinghamshire,53.035,-0.933,,England,East Midlands
Blencogo,,Cumbria,54.821,-3.251,,England,North West
Blenheim Palace Lake,,Oxfordshire,51.844,-1.363,,England,Home Counties
Blennerville,,County Kerry,52.255,-9.736,,Ireland,Republic of Ireland
Blennerville/Castlegregory,,County Kerry,52.258,-9.875,,Ireland,Republic of Ireland
Blett,Mainland,Shetland,60.041,-1.230,1,Scotland,Shetland
Blewbury,,Oxfordshire,51.566,-1.233,,England,Home Counties
Blidworth,,Nottinghamshire,53.098,-1.117,,England,East Midlands
Blithfield Reservoir,,Staffordshire,52.813,-1.916,,England,West Midlands
Blockhouse,Tresco,Isles of Scilly,49.959,-6.328,1,England,South West
Blofield,,Norfolk,52.639,1.445,,England,East Anglia
Blorenge,,Gwent,51.800,-3.061,,Wales,South Wales
Blue Carn,St Mary's,Isles of Scilly,49.913,-6.300,1,England,South West
Blue House Farm,,Essex,51.641,0.683,,England,East Anglia
Blyth,,Northumberland,55.128,-1.505,,England,North East
Blyth Estuary (Northumberland),,Northumberland,55.137,-1.533,,England,North East
Blyth Estuary (Suffolk),,Suffolk,52.325,1.620,,England,East Anglia
Blythburgh,,Suffolk,52.321,1.598,,England,East Anglia
Bo'ness,,Upper Forth,56.013,-3.603,,Scotland,Central Belt
Boat of Garten,,Highland,57.249,-3.753,,Scotland,Scottish Highlands
Bochym,Lizard,Cornwall,50.041,-5.221,,England,South West
Bockhill,,Kent,51.161,1.393,,England,South East
Boddam,Mainland,Shetland,59.924,-1.291,1,Scotland,Shetland
Boddam (NE Scotland),,North-east Scotland,57.470,-1.779,,Scotland,North East Scotland
